lat,long,Consequence
48.8925,2.34886,Blesse leger
48.8925,2.38818,Blesse hospitalise
48.8925,2.38818,Indemne
48.8927,2.34008,Blesse hospitalise
48.8927,2.34327,Blesse leger
48.893,2.32739,Blesse leger
48.8931,2.33776,Blesse leger
48.8931,2.3841,Blesse leger
48.8932,2.33919,Blesse leger
48.8936,2.33637,Blesse leger
48.8936,2.33637,Indemne
48.8936,2.34791,Indemne
48.8936,2.36271,Indemne
48.8937,2.34216,Indemne
48.8941,2.34754,Blesse leger
48.8942,2.32057,Blesse leger
48.8942,2.32057,Indemne
48.8944,2.31361,Blesse leger
48.8946,2.3471,Blesse leger
48.8948,2.3823,Blesse leger
48.8948,2.3823,Indemne
48.895,2.31761,Blesse leger
48.895,2.32806,Blesse leger
48.895,2.34674,Blesse leger
48.8951,2.31556,Blesse leger
48.8951,2.31566,Blesse leger
48.8951,2.35291,Blesse leger
48.8952,2.32817,Blesse hospitalise
48.8953,2.33754,Blesse leger
48.8953,2.37189,Blesse leger
48.8955,2.38316,Indemne
48.8957,2.37135,Blesse hospitalise
48.8958,2.33101,Blesse leger
48.8958,2.34339,Blesse leger
48.8959,2.32837,Blesse leger
48.896,2.34594,Blesse leger
48.896,2.35926,Blesse leger
48.8961,2.31062,Blesse leger
48.8961,2.37419,Blesse leger
48.8963,2.31022,Blesse hospitalise
48.8966,2.37034,Blesse leger
48.8977,2.33331,Blesse leger
48.8978,2.33738,Blesse leger
48.8979,2.33992,Blesse leger
48.898,2.34414,Blesse leger
48.8982,2.35248,Blesse hospitalise
48.8982,2.38619,Blesse leger
48.8984,2.35906,Blesse leger
48.8985,2.3566,Blesse hospitalise
48.8986,2.36293,Indemne
48.8987,2.35905,Blesse leger
48.8987,2.37027,Blesse leger
48.899,2.32203,Blesse leger
48.8992,2.33624,Blesse leger
48.8993,2.34409,Blesse hospitalise
48.8996,2.35229,Blesse leger
48.8998,2.38781,Blesse leger
48.8999,2.35863,Blesse hospitalise
48.9004,2.34411,Blesse leger
48.9005,2.34411,Blesse leger
48.9013,2.3441,Blesse leger
