"","lat","long","Consequence.x","Arrondissement","an","mois","jour","Tranche_horaire","Agglomeration","intersection","Collision","Luminosite","Meteo","Route","Circulation","Profil.route","Plan.route","Surface","Lieu","Situation","Consequence.y","Genre","age","Contexte","Securite.equip","Equipement.secu","Obstacle.mobile","Choc.subi","Region"
"523",48.8591,2.37789,"Blesse leger",11,2016,"septembre","mercredi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",46,"Promenade - loisirs","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"524",48.8592,2.30061,"Blesse leger",7,2016,"aout","lundi","Soir","En agglomeration","Hors intersection","Deux vehicules - par l'arriere","Nuit sans eclairage public","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",30,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant","Ile-de-France"
"525",48.8593,2.29758,"Blesse leger",7,2016,"avril","jeudi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Temps couvert","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",18,"Promenade - loisirs","Oui","Casque","Vehicule","Arriere gauche","Ile-de-France"
"526",48.8593,2.29758,"Blesse leger",7,2016,"avril","jeudi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Temps couvert","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Indemne","Femme",37,"Utilisation professionnelle","Oui","Casque","Vehicule","Arriere gauche","Ile-de-France"
"527",48.8593,2.29758,"Indemne",7,2016,"avril","jeudi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Temps couvert","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",18,"Promenade - loisirs","Oui","Casque","Vehicule","Arriere gauche","Ile-de-France"
"528",48.8593,2.29758,"Indemne",7,2016,"avril","jeudi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Temps couvert","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Indemne","Femme",37,"Utilisation professionnelle","Oui","Casque","Vehicule","Arriere gauche","Ile-de-France"
"529",48.8593,2.34866,"Blesse leger",4,2016,"mars","mercredi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Indemne","Homme",19,"Non renseigne","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"530",48.8593,2.34866,"Blesse leger",4,2016,"mars","mercredi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Blesse leger","Homme",19,"Non renseigne","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"531",48.8593,2.34866,"Indemne",4,2016,"mars","mercredi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Indemne","Homme",19,"Non renseigne","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"532",48.8593,2.34866,"Indemne",4,2016,"mars","mercredi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Blesse leger","Homme",19,"Non renseigne","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"533",48.8593,2.38685,"Blesse leger",11,2018,"avril","mardi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",29,"Non renseigne","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"534",48.8593,2.38685,"Blesse leger",11,2016,"aout","mardi","Apres-midi","En agglomeration","Intersection en X","Autre collision","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Indemne","Femme",28,"Non renseigne","Oui","Casque","Pieton","Cote gauche","Ile-de-France"
"535",48.8593,2.38685,"Indemne",11,2018,"avril","mardi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",29,"Non renseigne","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"536",48.8593,2.38685,"Indemne",11,2016,"aout","mardi","Apres-midi","En agglomeration","Intersection en X","Autre collision","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Indemne","Femme",28,"Non renseigne","Oui","Casque","Pieton","Cote gauche","Ile-de-France"
"537",48.8594,2.37584,"Blesse leger",11,2018,"juin","mercredi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Pluie legere","Voie communale ","A sens unique","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Homme",25,"Courses - achats","Oui","Casque","Vehicule","Avant gauche","Ile-de-France"
"538",48.8595,2.30628,"Blesse leger",7,2018,"juin","vendredi","","En agglomeration","Intersection en T","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",47,"Domicile – travail ","Oui","Casque","Vehicule","Avant droit","Ile-de-France"
"539",48.8595,2.35251,"Blesse leger",4,2016,"decembre","jeudi","Matin","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",25,"Domicile – travail ","Oui","Casque","Vehicule","Avant","Ile-de-France"
"540",48.8595,2.36759,"Blesse leger",4,2017,"janvier","dimanche","","En agglomeration","Intersection en T","Autre collision","Nuit sans eclairage public allume","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",28,"Promenade - loisirs","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"541",48.8595,2.3792,"Blesse leger",11,2018,"juillet","vendredi","Soir","En agglomeration","Hors intersection","Sans collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Pente","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",64,"Promenade - loisirs","Oui","Casque","Aucun","Aucun","Ile-de-France"
"542",48.8596,2.29298,"Blesse leger",7,2016,"avril","mardi","Apres-midi","En agglomeration","Hors intersection","Sans collision","Plein jour","Normale","Voie communale ","Valeur inconnue","Plat","Partie rectiligne","Normale","Carrefour amenage","Valeur inconnue","Blesse leger","Homme",18,"Non renseigne","Oui","Casque","Aucun","Aucun","Ile-de-France"
"543",48.8596,2.36755,"Blesse leger",4,2016,"octobre","lundi","Apres-midi","En agglomeration","Hors intersection","Autre collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",49,"Promenade - loisirs","Oui","Casque","Vehicule","Avant gauche","Ile-de-France"
"544",48.8597,2.29224,"Blesse leger",7,2016,"septembre","lundi","Matin","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Temps couvert","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Homme",62,"Non renseigne","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"545",48.8598,2.3887,"Blesse leger",11,2016,"novembre","lundi","","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",37,"Utilisation professionnelle","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
"546",48.8599,2.31574,"Blesse leger",7,2016,"decembre","jeudi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Valeur inconnue","Plat","Partie rectiligne","Normale","Valeur inconnue","Valeur inconnue","Blesse leger","Femme",40,"Non renseigne","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"547",48.8599,2.31718,"Blesse leger",7,2016,"juillet","vendredi","","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",48,"Domicile – travail ","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"548",48.8599,2.38898,"Blesse leger",11,2016,"mars","vendredi","","En agglomeration","Intersection en T","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Non renseigne","Non renseigne","Non renseigne","Valeur inconnue","Sur trottoir","Blesse leger","Femme",53,"Non renseigne","Oui","Casque","Vehicule","Avant","Ile-de-France"
"549",48.86,2.31479,"Blesse leger",7,2017,"janvier","jeudi","Soir","En agglomeration","Intersection en X","Autre collision","Nuit sans eclairage public allume","Vent fort - tempete","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Mouillee","Voie ferree","Aucun","Blesse leger","Femme",26,"Non renseigne","Oui","Casque","Vehicule","Avant","Ile-de-France"
"550",48.86,2.37189,"Blesse leger",11,2017,"septembre","dimanche","Soir","En agglomeration","Hors intersection","Autre collision","Nuit sans eclairage public allume","Normale","Voie communale ","A chaussees separees","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Femme",27,"Non renseigne","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"551",48.86,2.37189,"Blesse leger",11,2017,"septembre","dimanche","Soir","En agglomeration","Hors intersection","Autre collision","Nuit sans eclairage public allume","Normale","Voie communale ","A chaussees separees","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Homme",30,"Non renseigne","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"552",48.86,2.37761,"Blesse leger",11,2017,"novembre","vendredi","","En agglomeration","Hors intersection","Autre collision","Plein jour","Pluie legere","Voie communale ","A sens unique","Pente","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Homme",47,"Non renseigne","Oui","Casque","Aucun","Avant gauche","Ile-de-France"
"553",48.8601,2.36743,"Blesse leger",11,2016,"aout","jeudi","Apres-midi","En agglomeration","Intersection en X","Sans collision","Plein jour","Temps couvert","Voie communale ","A sens unique","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Valeur inconnue","Blesse leger","Homme",49,"Promenade - loisirs","Oui","Casque","Aucun","Aucun","Ile-de-France"
"554",48.8601,2.37261,"Blesse leger",11,2017,"decembre","vendredi","Apres-midi","En agglomeration","Intersection en T","Autre collision","Plein jour","Pluie legere","Voie communale ","Valeur inconnue","Non renseigne","Non renseigne","Non renseigne","Valeur inconnue","Valeur inconnue","Blesse leger","Homme",21,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant","Ile-de-France"
"555",48.8602,2.34826,"Blesse leger",11,2018,"avril","lundi","","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Pluie legere","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Mouillee","Carrefour amenage","Valeur inconnue","Blesse leger","Femme",46,"Valeur inconnue","Oui","Casque","Vehicule","Avant","Ile-de-France"
"556",48.8603,2.35292,"Blesse leger",11,2016,"avril","samedi","","En agglomeration","Intersection en T","Deux vehicules - par l'arriere","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",25,"Promenade - loisirs","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
"557",48.8603,2.36455,"Blesse leger",11,2016,"aout","lundi","Apres-midi","En agglomeration","Intersection en T","Deux vehicules - par l'arriere","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",31,"Promenade - loisirs","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"558",48.8604,2.38873,"Blesse leger",11,2017,"juin","vendredi","","En agglomeration","Hors intersection","Sans collision","Nuit sans eclairage public allume","Pluie forte","Voie communale ","A sens unique","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Homme",23,"Non renseigne","Oui","Casque","Aucun","Aucun","Ile-de-France"
"559",48.8606,2.34934,"Blesse leger",11,2016,"juin","mardi","Soir","En agglomeration","Intersection en X","Autre collision","Crepuscule ou aube","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",23,"Non renseigne","Oui","Casque","Pieton","Aucun","Ile-de-France"
"560",48.8606,2.37828,"Blesse leger",11,2017,"juin","mercredi","Apres-midi","En agglomeration","Intersection en T","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",79,"Promenade - loisirs","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"561",48.8606,2.38162,"Blesse leger",11,2017,"mars","mardi","Soir","En agglomeration","Hors intersection","Deux vehicules - par le cote","Crepuscule ou aube","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",50,"Domicile – travail ","Oui","Casque","Vehicule","Avant","Ile-de-France"
"562",48.8607,2.34941,"Blesse leger",11,2017,"mars","lundi","","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Blesse leger","Homme",47,"Utilisation professionnelle","Oui","Casque","Vehicule","Arriere droit","Ile-de-France"
"563",48.8607,2.36729,"Blesse leger",11,2018,"mai","jeudi","Matin","En agglomeration","Intersection en Y","Deux vehicules - par l'arriere","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",32,"Domicile – travail ","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"564",48.8607,2.40274,"Blesse leger",20,2016,"juin","dimanche","Apres-midi","En agglomeration","Intersection en X","Sans collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","En courbe a gauche","Mouillee","Valeur inconnue","Aucun","Blesse leger","Femme",37,"Utilisation professionnelle","Oui","Casque","Aucun","Aucun","Ile-de-France"
"565",48.861,2.35411,"Blesse leger",11,2016,"decembre","jeudi","Soir","En agglomeration","Hors intersection","Deux vehicules - frontale","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Blesse leger","Homme",23,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant","Ile-de-France"
"566",48.861,2.35411,"Blesse leger",11,2016,"decembre","jeudi","Soir","En agglomeration","Hors intersection","Deux vehicules - frontale","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Blesse leger","Homme",31,"Promenade - loisirs","Oui","Casque","Vehicule","Avant","Ile-de-France"
"567",48.861,2.37475,"Blesse leger",11,2018,"avril","mardi","Soir","En agglomeration","Intersection en T","Autre collision","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Homme",50,"Promenade - loisirs","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"568",48.8612,2.35345,"Blesse leger",11,2016,"novembre","jeudi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par l'arriere","Plein jour","Pluie legere","Voie communale ","A sens unique","Plat","Partie rectiligne","Mouillee","Voie ferree","Aucun","Blesse leger","Homme",49,"Promenade - loisirs","Oui","Casque","Vehicule","Avant","Ile-de-France"
"569",48.8612,2.35345,"Blesse leger",11,2016,"septembre","vendredi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Non renseigne","Non renseigne","Non renseigne","Valeur inconnue","Valeur inconnue","Blesse leger","Homme",35,"Non renseigne","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"570",48.8612,2.35819,"Blesse leger",11,2017,"mai","mardi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",34,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant","Ile-de-France"
"571",48.8612,2.35819,"Blesse leger",11,2018,"juin","lundi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Voie ferree","Aucun","Indemne","Homme",42,"Utilisation professionnelle","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"572",48.8612,2.35819,"Indemne",11,2017,"mai","mardi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",34,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant","Ile-de-France"
"573",48.8612,2.35819,"Indemne",11,2018,"juin","lundi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Voie ferree","Aucun","Indemne","Homme",42,"Utilisation professionnelle","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"574",48.8613,2.38178,"Blesse hospitalise",11,2018,"janvier","jeudi","Apres-midi","En agglomeration","Hors intersection","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Pente","Non renseigne","Normale","Valeur inconnue","Aucun","Blesse hospitalise","Homme",80,"Promenade - loisirs","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"575",48.8614,2.36714,"Blesse leger",11,2016,"septembre","samedi","Apres-midi","En agglomeration","Intersection en T","Deux vehicules - par l'arriere","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",27,"Promenade - loisirs","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"576",48.8616,2.36759,"Indemne",11,2016,"novembre","vendredi","Apres-midi","En agglomeration","Hors intersection","Autre collision","Plein jour","Pluie legere","Voie communale ","A sens unique","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Sur trottoir","Indemne","Homme",19,"Utilisation professionnelle","Oui","Casque","Pieton","Aucun","Ile-de-France"
"577",48.8616,2.38471,"Indemne",11,2017,"aout","samedi","Matin","En agglomeration","Intersection en T","Autre collision","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Indemne","Homme",17,"Non renseigne","Oui","Casque","Pieton","Avant","Ile-de-France"
"578",48.8617,2.37442,"Indemne",11,2018,"avril","jeudi","","En agglomeration","Intersection en T","Autre collision","Plein jour","Temps couvert","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Indemne","Femme",61,"Domicile – travail ","Oui","Casque","Pieton","Avant droit","Ile-de-France"
"579",48.8618,2.35086,"Blesse leger",11,2017,"septembre","samedi","Matin","En agglomeration","Intersection en X","Autre collision","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",36,"Domicile – travail ","Oui","Casque","Pieton","Avant","Ile-de-France"
"580",48.8619,2.37209,"Blesse leger",11,2017,"septembre","vendredi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par l'arriere","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Valeur inconnue","Blesse leger","Femme",51,"Domicile – travail ","Oui","Casque","Vehicule","Avant droit","Ile-de-France"
"581",48.862,2.35013,"Indemne",11,2016,"mars","vendredi","Apres-midi","En agglomeration","Intersection en X","Autre collision","Plein jour","Normale","Voie communale ","A sens unique","Plat","Non renseigne","Normale","Valeur inconnue","Aucun","Indemne","Femme",27,"Non renseigne","Oui","Casque","Pieton","Cote gauche","Ile-de-France"
"582",48.8623,2.38515,"Indemne",3,2018,"avril","samedi","Soir","En agglomeration","Intersection en X","Autre collision","Crepuscule ou aube","Normale","Voie communale ","A sens unique","Pente","Partie rectiligne","Normale","Valeur inconnue","Aucun","Indemne","Homme",19,"Domicile – travail ","Oui","Casque","Pieton","Avant","Ile-de-France"
"583",48.8624,2.35204,"Indemne",11,2016,"novembre","lundi","Soir","En agglomeration","Intersection en T","Deux vehicules - par le cote","Nuit sans eclairage public allume","Normale","Voie communale ","Valeur inconnue","Plat","Partie rectiligne","Normale","Carrefour amenage","Valeur inconnue","Indemne","Femme",27,"Promenade - loisirs","Oui","Casque","Vehicule","Avant gauche","Ile-de-France"
"584",48.8624,2.37985,"Blesse hospitalise",3,2016,"juin","jeudi","Apres-midi","En agglomeration","Intersection en T","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse hospitalise","Femme",36,"Promenade - loisirs","Oui","Casque","Vehicule","Avant","Ile-de-France"
"585",48.8625,2.36688,"Blesse hospitalise",3,2017,"juillet","vendredi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",27,"Valeur inconnue","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"586",48.8625,2.36688,"Blesse hospitalise",3,2016,"mars","mardi","Matin","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse hospitalise","Femme",49,"Non renseigne","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"587",48.8625,2.36688,"Blesse leger",3,2017,"juillet","vendredi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",27,"Valeur inconnue","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"588",48.8625,2.36688,"Blesse leger",3,2016,"mars","mardi","Matin","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse hospitalise","Femme",49,"Non renseigne","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"589",48.8626,2.3673,"Indemne",3,2017,"juin","lundi","Soir","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Indemne","Homme",48,"Promenade - loisirs","Oui","Casque","Vehicule","Aucun","Ile-de-France"
"590",48.8626,2.4109,"Indemne",20,2017,"avril","lundi","Soir","En agglomeration","Intersection en X","Autre collision","Plein jour","Normale","Voie communale ","Bidirectionnelle","Pente","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Indemne","Homme",44,"Domicile – travail ","Oui","Casque","Pieton","Avant","Ile-de-France"
"591",48.8627,2.33525,"Blesse leger",1,2017,"juin","samedi","Apres-midi","En agglomeration","Place","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Non renseigne","Valeur inconnue","Aucun","Blesse leger","Femme",36,"Promenade - loisirs","Oui","Casque","Vehicule","Cote droit","Ile-de-France"
"592",48.8627,2.33525,"Blesse leger",1,2018,"avril","vendredi","Apres-midi","En agglomeration","Intersection en X","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",26,"Utilisation professionnelle","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"593",48.8627,2.33525,"Blesse leger",1,2017,"fevrier","mercredi","Soir","En agglomeration","Intersection en X","Sans collision","Nuit sans eclairage public allume","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Sur trottoir","Blesse leger","Homme",62,"Non renseigne","Oui","Casque","Aucun","Aucun","Ile-de-France"
"594",48.8627,2.33525,"Blesse leger",1,2016,"mars","jeudi","","En agglomeration","Place","Deux vehicules - par le cote","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Femme",31,"Domicile – travail ","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
"595",48.8627,2.33736,"Blesse leger",1,2017,"janvier","jeudi","Apres-midi","En agglomeration","Place","Sans collision","Crepuscule ou aube","Pluie legere","Voie communale ","A sens unique","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Blesse leger","Homme",60,"Domicile – travail ","Oui","Casque","Aucun","Avant","Ile-de-France"
"596",48.8627,2.33736,"Blesse leger",1,2016,"janvier","jeudi","Apres-midi","En agglomeration","Intersection en X","Autre collision","Plein jour","Normale","Voie communale ","A sens unique","Plat","Partie rectiligne","Normale","Valeur inconnue","Aucun","Blesse leger","Homme",21,"Utilisation professionnelle","Oui","Casque","Aucun","Avant","Ile-de-France"
"597",48.8627,2.35379,"Blesse leger",11,2016,"juillet","mercredi","Apres-midi","En agglomeration","Hors intersection","Trois vehicules et plus - colisions multiples","Plein jour","Normale","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Normale","Aucun","Aucun","Blesse leger","Femme",39,"Utilisation professionnelle","Oui","Casque","Vehicule","Avant","Ile-de-France"
"598",48.8627,2.35426,"Blesse leger",11,2017,"juillet","mercredi","","En agglomeration","Intersection en X","Deux vehicules - par l'arriere","Plein jour","Pluie forte","Voie communale ","Bidirectionnelle","Plat","Partie rectiligne","Mouillee","Voie ferree","Aucun","Blesse leger","Homme",55,"Domicile – travail ","Oui","Casque","Vehicule","Arriere","Ile-de-France"
"599",48.8629,2.34136,"Indemne",1,2017,"mars","dimanche","Apres-midi","En agglomeration","Hors intersection","Autre collision","Plein jour","Temps eblouissant","Voie communale ","A sens unique","Plat","Partie rectiligne","Mouillee","Valeur inconnue","Aucun","Indemne","Homme",27,"Promenade - loisirs","Oui","Casque","Pieton","Avant","Ile-de-France"
"600",48.8629,2.38742,"Blesse leger",11,2016,"janvier","vendredi","","En agglomeration","Intersection a plus de 4 branches","Deux vehicules - par le cote","Crepuscule ou aube","Normale","Voie communale ","A chaussees separees","Plat","Partie rectiligne","Normale","Valeur inconnue","Valeur inconnue","Blesse leger","Femme",57,"Domicile – travail ","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
"601",48.8629,2.38742,"Blesse leger",11,2016,"octobre","samedi","Soir","En agglomeration","Place","Deux vehicules - par l'arriere","Nuit sans eclairage public","Pluie legere","Voie communale ","A sens unique","Bas de côte","En courbe a droite","Mouillee","Valeur inconnue","Sur trottoir","Blesse leger","Homme",28,"Non renseigne","Oui","Casque","Vehicule","Cote gauche","Ile-de-France"
